,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,23,WAS,NBA,PG,10,450,.376,16.5,.603,.196,.062,.119,.227,.397,.470,.605,.333,.478,.386,.234,.327,.015,2,.500,.143,.364,0,0
2005-06,24,WAS,NBA,PG,6,284,.464,15.1,.671,.279,.086,.071,.236,.329,.479,.590,.500,.400,.364,.435,.222,.014,2,.600,.109,.800,1,0
2007-08,26,WAS,NBA,PG,4,94,.389,15.2,.667,.222,.139,.083,.222,.333,.375,.625,.200,.333,.250,.417,.333,.000,0,.400,.083,.000,0,0
2010-11,29,ORL,NBA,PG,5,81,.429,13.2,.714,.333,.143,.048,.190,.286,.500,.714,.333,.500,.250,.250,.000,.000,0,.333,.083,.000,0,0
2011-12,30,MEM,NBA,PG,6,23,.250,14.5,.500,.500,.000,.000,.000,.500,.500,.500,,,,.000,.000,.000,0,,.000,,0,0
Career,,,NBA,,31,932,.410,15.6,.640,.245,.083,.090,.221,.360,.468,.612,.371,.447,.355,.305,.246,.012,4,.522,.119,.444,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,20,828,.411,15.8,.635,.230,.078,.097,.230,.365,.464,.600,.379,.444,.365,.319,.284,.014,4,.535,.126,.471,1,0
1 season,,MEM,NBA,,6,23,.250,14.5,.500,.500,.000,.000,.000,.500,.500,.500,,,,.000,.000,.000,0,,.000,,0,0
1 season,,ORL,NBA,,5,81,.429,13.2,.714,.333,.143,.048,.190,.286,.500,.714,.333,.500,.250,.250,.000,.000,0,.333,.083,.000,0,0
