,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,23,WAS,NBA,PG,10,450,100%,,,,,-0.2,+46.1,17,13,9,7,31,0,138,8,11
2005-06,24,WAS,NBA,PG,6,284,100%,,,,,+0.7,-3.2,7,9,9,3,32,2,71,11,4
2007-08,26,WAS,NBA,PG,4,94,100%,,,,,-12.8,-12.8,6,1,5,1,3,2,24,0,4
2010-11,29,ORL,NBA,PG,5,81,70%,30%,,,,+0.1,-2.6,2,4,6,0,3,0,26,2,0
2011-12,30,MEM,NBA,PG,6,23,81%,19%,,,,-21.7,-23.8,0,1,3,0,0,1,3,0,2
Career,,,NBA,,31,932,97%,3%,,,,-1.7,+19.2,32,28,32,11,69,5,262,21,21
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,20,828,100%,,,,,-1.3,+22.5,30,23,23,11,66,4,233,19,19
1 season,,MEM,NBA,,6,23,81%,19%,,,,-21.7,-23.8,0,1,3,0,0,1,3,0,2
1 season,,ORL,NBA,,5,81,70%,30%,,,,+0.1,-2.6,2,4,6,0,3,0,26,2,0
