Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,23,WAS,NBA,PG,10,10,450,5.8,15.5,0.376,1.4,6.2,0.234,4.4,9.4,0.47,5.8,7.5,0.766,0.6,3.5,4.2,5,1.7,0.5,3.1,2.7,18.9
2005-06,24,WAS,NBA,PG,6,6,284,8.2,17.7,0.464,2.5,5.8,0.435,5.7,11.9,0.479,6.8,8.9,0.771,0.9,3.3,4.2,4.1,1.6,0.5,2.5,2.7,25.9
2007-08,26,WAS,NBA,PG,4,2,94,5.4,13.8,0.389,1.9,4.6,0.417,3.4,9.2,0.375,3.8,4.6,0.833,0,2.7,2.7,4.2,0.8,0,3.1,5,16.5
2010-11,29,ORL,NBA,PG,5,0,81,8,18.7,0.429,1.3,5.3,0.25,6.7,13.3,0.5,1.8,2.7,0.667,1.8,4.4,6.2,5.3,0.4,0.4,2.7,6.2,19.1
2011-12,30,MEM,NBA,PG,6,0,23,3.1,12.5,0.25,0,6.3,0,3.1,6.3,0.5,0,0,NA,0,1.6,1.6,1.6,0,0,1.6,9.4,6.3
Career,NA,,NBA,,31,18,932,6.6,16.2,0.41,1.8,5.8,0.305,4.9,10.4,0.468,5.4,7,0.769,0.7,3.4,4.1,4.6,1.4,0.4,2.9,3.4,20.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WAS,NBA,,20,18,828,6.6,16.1,0.411,1.9,5.9,0.319,4.7,10.2,0.464,5.9,7.7,0.773,0.7,3.3,4,4.6,1.6,0.4,2.9,3,21
1 season,NA,MEM,NBA,,6,0,23,3.1,12.5,0.25,0,6.3,0,3.1,6.3,0.5,0,0,NA,0,1.6,1.6,1.6,0,0,1.6,9.4,6.3
1 season,NA,ORL,NBA,,5,0,81,8,18.7,0.429,1.3,5.3,0.25,6.7,13.3,0.5,1.8,2.7,0.667,1.8,4.4,6.2,5.3,0.4,0.4,2.7,6.2,19.1
