Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,23,DNA,ABA,PF,13,428,14.9,0.576,0.008,0.31,8.7,18.5,13.6,11.6,1.3,1.6,17.5,16.2,NA,0.6,0.3,0.9,0.098,NA,0.3,0.7,1.1,0.3
1975-76,24,DNA,ABA,PF,13,431,17.9,0.614,0,0.323,10,15.9,13.1,18.3,1.7,2.4,19,15.8,NA,0.9,0.5,1.3,0.149,NA,3,2.3,5.4,0.8
1976-77,25,DEN,NBA,PF,6,187,16.7,0.504,NA,0.266,6.1,13.9,9.9,17.3,4.1,4.1,NA,NA,NA,0.1,0.4,0.5,0.135,NA,2,3.9,5.9,0.4
1977-78,26,DEN,NBA,PF,13,390,18,0.609,NA,0.397,9.6,16.8,13.3,12.1,1.9,1.2,15,15.5,NA,0.9,0.3,1.3,0.154,NA,1.7,1.2,3,0.5
1978-79,27,PHI,NBA,PF,9,260,14.7,0.599,NA,0.299,5,11.9,8.6,9.8,0.9,0.8,13.2,16.9,NA,0.6,0.2,0.7,0.136,NA,1.3,-0.6,0.7,0.2
1979-80,28,PHI,NBA,PF,18,470,19.4,0.585,0.006,0.36,7,12.8,10,10.4,2.2,3.9,10.3,20,NA,1.1,0.8,1.9,0.19,NA,3.8,1.3,5.1,0.8
1980-81,29,PHI,NBA,PF,16,443,19.5,0.591,0,0.55,9.4,12.9,11.2,11.5,2,2.6,13.9,21.9,NA,1.2,0.4,1.6,0.173,NA,3.8,0.8,4.6,0.7
1981-82,30,PHI,NBA,PF,21,589,16.5,0.611,0,0.466,7.3,11.4,9.4,12.5,1.2,2.1,13.6,17.2,NA,1.4,0.6,2,0.16,NA,3.2,0.5,3.7,0.9
1982-83,31,PHI,NBA,PF,12,324,15.9,0.593,0.013,0.256,6.7,13.1,10,14.4,2.3,3.2,17.2,13.5,NA,0.5,0.6,1.1,0.164,NA,3.7,2.5,6.3,0.7
1983-84,32,PHI,NBA,PF,5,130,14.8,0.61,0,0.613,8.3,12.6,10.5,9.9,1.1,3.2,16.9,15.1,NA,0.2,0.2,0.4,0.146,NA,2.4,0.7,3.1,0.2
1984-85,33,PHI,NBA,PF,13,309,13,0.611,0,0.256,8.1,9.3,8.7,7.3,1.9,2.9,18,14.1,NA,0.3,0.5,0.8,0.12,NA,0.6,1.4,2.1,0.3
1985-86,34,PHI,NBA,PF,12,329,13,0.604,0.014,0.676,3.2,7.8,5.6,14.1,1.5,2.5,13.5,13.9,NA,0.6,0.4,0.9,0.135,NA,0.7,1.7,2.3,0.4
Career,NA,,TOT,,151,4290,16.5,0.594,0.003,0.395,7.6,13.2,10.5,12.5,1.8,2.5,14.9,16.7,NA,8.4,5,13.4,0.149,NA,2.4,1.3,3.7,6.1
,NA,,NBA,,125,3431,16.5,0.594,0.003,0.415,7.2,12.2,9.8,11.8,1.8,2.6,14,16.9,NA,6.9,4.2,11.2,0.156,NA,2.5,1.2,3.8,5
,NA,,ABA,,26,859,16.4,0.595,0.004,0.316,9.4,17.2,13.3,15,1.5,2,18.2,16,NA,1.4,0.8,2.2,0.123,NA,1.7,1.5,3.2,1.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,PHI,NBA,,106,2854,16.3,0.598,0.004,0.429,7,11.5,9.3,11.5,1.7,2.7,13.8,17.1,NA,5.8,3.5,9.4,0.158,NA,2.7,1,3.7,4.1
4 seasons,NA,"DNA,DEN",ABA,,45,1436,16.9,0.586,0.002,0.33,9,16.6,12.9,14.5,1.9,2.1,17.2,15.9,NA,2.5,1.5,4,0.133,NA,1.7,1.8,3.5,2
