Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,23,DNA,ABA,PF,13,NA,32.9,5.3,9.9,0.535,0,0.1,0,5.3,9.8,0.539,0.535,2.4,3.1,0.775,2.7,5.8,8.5,2.9,0.9,0.9,2.4,3.8,13
1975-76,24,DNA,ABA,PF,13,NA,33.2,5.7,9.8,0.583,0,0,NA,5.7,9.8,0.583,0.583,2.3,3.2,0.732,3.2,5.5,8.6,4.5,1.2,1.5,2.6,4.1,13.7
1976-77,25,DEN,NBA,PF,6,NA,31.2,5.2,10.7,0.484,NA,NA,NA,5.2,10.7,0.484,0.484,1.7,2.8,0.588,1.8,4,5.8,3.5,2.8,2.3,NA,4.2,12
1977-78,26,DEN,NBA,PF,13,NA,30,5.1,8.9,0.569,NA,NA,NA,5.1,8.9,0.569,0.569,2.6,3.5,0.739,2.8,5.1,7.8,2.7,1.2,0.7,1.8,3.2,12.8
1978-79,27,PHI,NBA,PF,9,NA,28.9,5.3,9.7,0.552,NA,NA,NA,5.3,9.7,0.552,0.552,2.4,2.9,0.846,1.3,3.4,4.8,2.1,0.6,0.4,1.7,3.3,13.1
1979-80,28,PHI,NBA,PF,18,NA,26.1,5,9.6,0.523,0,0.1,0,5,9.5,0.526,0.523,2.9,3.4,0.855,1.6,3.2,4.8,1.7,1.2,1.8,1.3,3.1,12.9
1980-81,29,PHI,NBA,PF,16,NA,27.7,5.1,10,0.506,0,0,NA,5.1,10,0.506,0.506,4.6,5.5,0.83,2.2,3.3,5.5,2.1,1.1,1.3,2,3.8,14.7
1981-82,30,PHI,NBA,PF,21,NA,28,4.5,8.3,0.54,0,0,NA,4.5,8.3,0.54,0.54,3.2,3.9,0.84,1.8,3,4.7,2.5,0.7,1,1.6,3.3,12.2
1982-83,31,PHI,NBA,PF,12,NA,27,3.6,6.5,0.551,0,0.1,0,3.6,6.4,0.558,0.551,1.4,1.7,0.85,1.6,3.3,4.8,2.8,1.3,1.5,1.5,2.4,8.6
1983-84,32,PHI,NBA,PF,5,NA,26,3,6.2,0.484,0,0,NA,3,6.2,0.484,0.484,3.6,3.8,0.947,1.8,2.8,4.6,1.8,0.6,1.4,1.6,2.4,9.6
1984-85,33,PHI,NBA,PF,13,11,23.8,3.5,6,0.59,0,0,NA,3.5,6,0.59,0.59,1.1,1.5,0.7,1.7,2,3.7,1.2,0.9,1.2,1.5,2.9,8.2
1985-86,34,PHI,NBA,PF,12,5,27.4,3.3,6.2,0.527,0,0.1,0,3.3,6.1,0.534,0.527,3.2,4.2,0.76,0.8,1.9,2.7,2.8,0.8,1.2,1.3,3.3,9.7
Career,NA,,TOT,,151,16,28.4,4.6,8.5,0.54,0,0,0,4.6,8.5,0.541,0.54,2.7,3.4,0.8,2,3.6,5.5,2.5,1.1,1.2,1.7,3.3,11.9
,NA,,NBA,,125,16,27.4,4.4,8.3,0.535,0,0,0,4.4,8.2,0.536,0.535,2.8,3.4,0.809,1.8,3.2,4.9,2.3,1.1,1.2,1.6,3.2,11.6
,NA,,ABA,,26,NA,33,5.5,9.8,0.559,0,0,0,5.5,9.8,0.561,0.559,2.3,3.1,0.753,2.9,5.7,8.6,3.7,1.1,1.2,2.5,3.9,13.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,PHI,NBA,,106,16,26.9,4.3,8.1,0.534,0,0,0,4.3,8,0.536,0.534,2.9,3.5,0.828,1.6,2.9,4.5,2.2,0.9,1.3,1.5,3.1,11.5
4 seasons,NA,"DNA,DEN",ABA,,45,NA,31.9,5.3,9.7,0.55,0,0,0,5.3,9.7,0.552,0.55,2.3,3.2,0.729,2.7,5.3,8,3.4,1.4,1.2,2.3,3.8,13
