,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,20,UTA,NBA,C,9,31,.400,7.5,1.000,.300,.500,.000,.200,.000,.400,.333,.400,,.500,,.250,.000,0,,,,0,0
2010-11,21,DEN,NBA,C,1,2,1.000,4.0,1.000,.000,1.000,.000,.000,.000,1.000,,1.000,,,,.000,.000,0,,,,0,0
2011-12,22,DEN,NBA,C,3,26,.333,7.0,1.000,.333,.333,.333,.000,.000,.333,1.000,.000,.000,,,.000,.000,0,,,,0,0
2012-13,23,DEN,NBA,C,6,100,.368,5.3,.947,.368,.526,.053,.000,.053,.333,.714,.100,.000,,1.000,.833,.158,2,.000,.000,,0,0
2013-14,24,MEM,NBA,C,7,45,.438,4.0,1.000,.500,.438,.000,.063,.000,.438,.375,.571,,.000,,.857,.000,0,,,,0,0
2014-15,25,MEM,NBA,C,11,127,.548,5.0,1.000,.355,.581,.065,.000,.000,.548,.727,.444,.500,,,.529,.097,3,,,,0,0
Career,,,NBA,,37,331,.463,5.2,.988,.375,.525,.050,.038,.013,.456,.600,.381,.250,.333,1.000,.583,.075,5,.000,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MEM,NBA,,18,172,.511,4.6,1.000,.404,.532,.043,.021,.000,.511,.579,.480,.500,.000,,.625,.064,3,,,,0,0
3 seasons,,DEN,NBA,,10,128,.391,5.5,.957,.348,.522,.087,.000,.043,.364,.750,.167,.000,,1.000,.625,.130,2,.000,.000,,0,0
1 season,,UTA,NBA,,9,31,.400,7.5,1.000,.300,.500,.000,.200,.000,.400,.333,.400,,.500,,.250,.000,0,,,,0,0
