,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2008-09,19,UTA,NBA,29:40,8,11,0,0,8,11,5,7,6,6,10,2,2,5,3,6,18,19.0
2009-10,20,UTA,NBA,17:35,3,5,0,0,3,5,4,5,5,3,8,2,1,2,4,3,6,7.3
2010-11,21,TOT,NBA,26:43,7,11,0,1,7,11,6,7,7,9,11,1,2,3,4,5,18,18.9
2010-11,21,MIN,NBA,25:13,4,9,0,1,4,9,3,3,7,9,11,1,2,3,2,5,9,9.4
2010-11,21,DEN,NBA,26:43,7,11,0,0,7,11,6,7,4,6,9,0,1,2,4,3,18,18.9
2011-12,22,DEN,NBA,33:37,7,11,0,0,7,11,4,6,6,9,14,2,5,4,5,6,16,16.2
2012-13,23,DEN,NBA,35:40,10,17,0,1,10,17,4,6,7,11,16,3,4,5,3,6,22,22.7
2013-14,24,MEM,NBA,39:47,7,13,0,0,7,13,7,9,9,11,16,3,2,4,4,6,17,15.2
2014-15,25,MEM,NBA,33:52,8,11,0,0,8,11,5,6,6,8,12,3,3,3,3,5,16,14.6
2015-16,26,SAC,NBA,37:45,8,16,0,0,8,16,6,7,8,8,15,2,3,4,2,6,19,18.8
2016-17,27,SAC,NBA,37:10,8,12,0,1,8,12,3,6,7,10,13,3,3,3,4,6,18,16.9
2017-18,28,SAC,NBA,38:14,9,12,0,0,9,12,3,7,7,12,17,6,4,4,3,5,18,21.5
2018-19,29,SAC,NBA,23:03,5,8,0,0,5,8,2,4,5,9,11,4,3,3,3,5,11,11.1
Career,,,,39:47,10,17,0,1,10,17,7,9,9,12,17,6,5,5,5,6,22,22.7
4 Seasons,,SAC,NBA,38:14,9,16,0,1,9,16,6,7,8,12,17,6,4,4,4,6,19,21.5
2 Seasons,,MEM,NBA,39:47,8,13,0,0,8,13,7,9,9,11,16,3,3,4,4,6,17,15.2
3 Seasons,,DEN,NBA,35:40,10,17,0,1,10,17,6,7,7,11,16,3,5,5,5,6,22,22.7
2 Seasons,,UTA,NBA,29:40,8,11,0,0,8,11,5,7,6,6,10,2,2,5,4,6,18,19.0
1 Season,,MIN,NBA,25:13,4,9,0,1,4,9,3,3,7,9,11,1,2,3,2,5,9,9.4
