Season,Team,Lg,Salary
2006-07,Dallas Mavericks,NBA,"$412,718"
2009-10,Toronto Raptors,NBA,"$242,793"
2009-10,Houston Rockets,NBA,"$87,406"
2010-11,New Orleans Hornets,NBA,"$364,461"
Career,(may be incomplete),,"$1,107,378"
