,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,22,POR,NBA,SG,73,894,1%,94%,5%,,,-12.3,-11.2,30,17,23,5,31,1,128,7,24
2013-14,23,POR,NBA,SG,41,387,,68%,31%,,,-2.6,-7.2,8,5,15,0,11,3,77,2,7
2014-15,24,TOT,NBA,SG,58,983,4%,74%,22%,,,-1.2,-1.5,29,24,30,3,43,5,187,9,32
2014-15,24,POR,NBA,SG,30,300,1%,70%,28%,,,+0.7,-3.8,7,6,5,2,9,2,62,3,9
2014-15,24,DEN,NBA,SG,28,683,5%,75%,20%,,,-2.0,+2.2,22,18,25,1,34,3,125,6,23
2015-16,25,DEN,NBA,SG,82,2353,20%,73%,8%,,,-2.9,+0.6,47,57,53,13,104,11,454,28,58
2016-17,26,DEN,NBA,SG,60,1705,,78%,22%,,,-2.5,-4.6,47,30,49,10,79,4,507,19,45
2017-18,27,DEN,NBA,SG,81,2683,13%,84%,3%,,,+1.3,+0.2,63,43,72,11,92,9,782,24,70
2018-19,28,DEN,NBA,SF,43,1189,1%,11%,88%,1%,,+0.5,-4.7,34,24,36,2,33,1,284,10,20
2019-20,29,DEN,NBA,SF,58,1916,,28%,71%,1%,,+6.0,+7.2,45,19,58,12,57,8,485,16,45
Career,,,NBA,,496,12110,7%,64%,28%,,,-0.7,-1.0,303,219,336,56,450,42,2904,115,301
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,DEN,NBA,,352,10529,8%,61%,30%,,,+0.3,+0.4,258,191,293,49,399,36,2637,103,261
3 seasons,,POR,NBA,,144,1581,1%,83%,16%,,,-7.5,-8.8,45,28,43,7,51,6,267,12,40
