Season,Team,Lg,Salary
1997-98,Cleveland Cavaliers,NBA,"$1,107,240"
1998-99,Cleveland Cavaliers,NBA,"$1,273,000"
1999-00,Los Angeles Clippers,NBA,"$1,439,400"
2000-01,San Antonio Spurs,NBA,"$2,250,000"
2001-02,Portland Trail Blazers,NBA,"$6,495,000"
2002-03,Portland Trail Blazers,NBA,"$7,144,500"
2003-04,Portland Trail Blazers,NBA,"$7,794,000"
2004-05,Portland Trail Blazers,NBA,"$8,443,500"
2005-06,Portland Trail Blazers,NBA,"$9,093,000"
2005-06,Houston Rockets,NBA,"$1,670,000"
2006-07,Portland Trail Blazers,NBA,"$9,742,500"
2006-07,Charlotte Bobcats,NBA,"$901,397"
2006-07,Miami Heat,NBA,"$400,000"
2007-08,Charlotte Bobcats,NBA,"$1,219,590"
Career,(may be incomplete),,"$58,973,127"
