,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,25,CLR,BAA,,4,,4,,,,,9
1947-48,26,TOT,BAA,,10,,7,,,,,24
1947-48,26,WSC,BAA,,5,,4,,,,,14
1947-48,26,BLB,BAA,,5,,3,8,,,,10
1947-48,26,STB,BAA,,10,,7,,,,,24
1948-49,27,NYK,BAA,,8,,9,12,,,,19
Career,,,,,10,,9,,,,,24
1 Season,,NYK,BAA,,8,,9,12,,,,19
1 Season,,CLR,BAA,,4,,4,,,,,9
1 Season,,STB,BAA,,10,,7,,,,,24
1 Season,,BLB,BAA,,5,,3,8,,,,10
1 Season,,WSC,BAA,,5,,4,,,,,14
