Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Jarell Eddie,,0.1,0.1,0,NA
Ira Bowman,73.9,0.1,0.1,0,NA
Awvee Storey,61.3,0.2,0.1,0,NA
Dwight Buycks,56.7,0.2,0.1,0,NA
Bo Kimble,46.7,0.1,0,0,NA
Gerald Madkins,36.1,0.3,0.1,0,NA
Jay Arnette,32.5,0.1,0.1,-0.1,NA
Jared Cunningham,30.6,0.1,0.1,0,0
Mike Price,29.1,0.2,0.2,0.1,NA
Demetrius Jackson,27.5,0.2,0.1,-0.1,NA
Dominique Jones,22.0,0.2,0,0,NA
