Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Jarell Eddie,,0.1,0.1,0
Ira Bowman,73.9,0.1,0.1,0
Awvee Storey,61.3,0.2,0.1,0
Dwight Buycks,56.7,0.2,0.1,0
Bo Kimble,46.7,0.1,0,0
Jamison Brewer,45.4,0.2,0,0
Jared Cunningham,43.1,0.1,0,0
Michael Hawkins,39.8,0.2,0,0
Jannero Pargo,39.7,0.2,0.1,0.1
Roger Mason,36.2,0.1,0.1,-0.1
Gerald Madkins,36.1,0.3,0.1,0
