,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2003-04,19,INDIANA,28,,32,61,1,1,13,27,,102,6,13,17,,,78,.525,1.000,.481,,2.8,3.6,0.2
2004-05,20,INDIANA,29,,42,88,2,6,31,54,,110,22,21,18,,,117,.477,.333,.574,,4.0,3.8,0.8
2006-07,22,GEORGETOWN,36,,54,101,16,36,23,43,,75,39,14,17,,,147,.535,.444,.535,,4.1,2.1,1.1
2007-08,23,GEORGETOWN,34,,74,140,13,46,48,73,,143,62,33,23,54,,209,.529,.283,.658,,6.1,4.2,1.8
Career,,,127,,202,390,32,89,115,197,,430,129,81,75,54,,551,.518,.360,.584,,4.3,3.4,1.0
