,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,22,NYK,NBA,PF,37,540,.423,13.7,.604,.336,.107,.034,.128,.396,.478,.560,.375,.800,.263,.339,.628,.040,5,1.000,.373,.409,0,0
2012-13,23,MIA,NBA,C,6,31,.444,15.2,.444,.333,.111,.000,.000,.556,.750,1.000,.000,,,.200,1.000,.111,1,1.000,.200,.000,0,0
2013-14,24,DET,NBA,C,32,317,.463,13.1,.622,.402,.098,.012,.110,.378,.510,.545,.625,.000,.333,.387,.500,.000,0,1.000,.032,.000,0,0
Career,,,NBA,,75,888,.438,13.5,.604,.358,.104,.025,.117,.396,.497,.570,.440,.667,.286,.347,.597,.029,6,1.000,.253,.375,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,NYK,NBA,,37,540,.423,13.7,.604,.336,.107,.034,.128,.396,.478,.560,.375,.800,.263,.339,.628,.040,5,1.000,.373,.409,0,0
1 season,,DET,NBA,,32,317,.463,13.1,.622,.402,.098,.012,.110,.378,.510,.545,.625,.000,.333,.387,.500,.000,0,1.000,.032,.000,0,0
1 season,,MIA,NBA,,6,31,.444,15.2,.444,.333,.111,.000,.000,.556,.750,1.000,.000,,,.200,1.000,.111,1,1.000,.200,.000,0,0
