Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1983-84,24,DAL,NBA,SF,1,0,13:00,5,8,0.625,0,0,NA,3,4,0.75,1,1,2,1,1,2,1,13
1986-87,27,DAL,NBA,SF,1,0,17:00,3,6,0.5,1,2,0.5,2,3,0.667,1,2,1,0,0,2,1,9
1987-88,28,DAL,NBA,SF,1,0,12:00,5,10,0.5,1,3,0.333,3,3,1,0,1,1,1,0,3,3,14
Career,NA,,NBA,,3,0,42,13,24,0.542,2,5,0.4,8,10,0.8,2,4,4,2,1,7,5,36
