,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2015-16,24,ATL,NBA,26:11,3,7,3,5,2,3,3,4,1,6,6,3,2,1,3,4,10,9.6
2016-17,25,ATL,NBA,12:00,2,5,1,3,2,4,2,2,1,3,4,3,1,0,2,3,4,1.9
Career,,,,26:11,3,7,3,5,2,4,3,4,1,6,6,3,2,1,3,4,10,9.6
