,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,23,PHI,NBA,SF,44,336,,,56%,42%,2%,+5.8,+9.9,6,6,26,1,15,5,41,3,5
2007-08,24,TOT,NBA,SF,47,531,,4%,46%,21%,29%,-7.5,-7.4,4,7,33,8,25,7,70,8,14
2007-08,24,DEN,NBA,SF,25,222,,,,30%,70%,-9.0,-13.2,0,5,18,5,12,2,26,3,7
2007-08,24,MEM,NBA,SF,9,137,,9%,88%,3%,,+0.3,+7.2,0,1,5,2,6,2,29,2,5
2007-08,24,HOU,NBA,SF,4,9,,17%,83%,,,-25.0,-30.6,1,0,1,0,0,0,0,0,0
2007-08,24,MIA,NBA,SF,6,143,,,75%,25%,,-10.0,-0.6,3,1,9,1,7,3,13,3,2
2007-08,24,SAS,NBA,SF,3,20,,38%,52%,10%,,-22.7,-28.3,0,0,0,0,0,0,2,0,0
Career,,,NBA,,91,867,,3%,50%,29%,19%,-2.3,-0.7,10,13,59,9,40,12,111,11,19
,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHI,NBA,,44,336,,,56%,42%,2%,+5.8,+9.9,6,6,26,1,15,5,41,3,5
1 season,,DEN,NBA,,25,222,,,,30%,70%,-9.0,-13.2,0,5,18,5,12,2,26,3,7
1 season,,MEM,NBA,,9,137,,9%,88%,3%,,+0.3,+7.2,0,1,5,2,6,2,29,2,5
1 season,,MIA,NBA,,6,143,,,75%,25%,,-10.0,-0.6,3,1,9,1,7,3,13,3,2
1 season,,HOU,NBA,,4,9,,17%,83%,,,-25.0,-30.6,1,0,1,0,0,0,0,0,0
1 season,,SAS,NBA,,3,20,,38%,52%,10%,,-22.7,-28.3,0,0,0,0,0,0,2,0,0
