,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,21,NOB,ABA,,9,,2,,,,6,10,,,,,,,20
1969-70,22,NOB,ABA,,4,,1,,,,4,4,,,,,,,9
Career,,,,,9,,2,,,,6,10,,,,,,,20
