,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,26,MIL,NBA,C,6,141,.529,3.8,1.000,.588,.294,.078,.039,.000,.529,.633,.400,.250,.500,,.630,.020,1,,,,0,0
2017-18,27,BOS,NBA,C,11,105,.500,3.1,1.000,.526,.421,.053,.000,.000,.500,.700,.313,.000,,,.579,.026,1,,,,0,0
2018-19,28,PHI,NBA,C,10,90,.400,6.1,.900,.550,.250,.025,.075,.100,.417,.455,.400,.000,.333,.250,.600,.000,0,1.000,.500,.000,0,0
Career,,,NBA,,27,336,.481,4.3,.969,.558,.318,.054,.039,.031,.488,.597,.366,.143,.400,.250,.607,.016,2,1.000,.500,.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,BOS,NBA,,11,105,.500,3.1,1.000,.526,.421,.053,.000,.000,.500,.700,.313,.000,,,.579,.026,1,,,,0,0
1 season,,PHI,NBA,,10,90,.400,6.1,.900,.550,.250,.025,.075,.100,.417,.455,.400,.000,.333,.250,.600,.000,0,1.000,.500,.000,0,0
1 season,,MIL,NBA,,6,141,.529,3.8,1.000,.588,.294,.078,.039,.000,.529,.633,.400,.250,.500,,.630,.020,1,,,,0,0
