,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,20,DET,NBA,C,80,2222,,,,,100%,-3.0,+2.1,34,31,110,10,113,7,225,23,68
2011-12,21,DET,NBA,C,66,2082,,,,,100%,-6.1,-1.3,56,63,100,21,132,6,328,27,75
2012-13,22,DET,NBA,C,81,2687,,,,17%,83%,-4.9,-1.7,100,86,93,24,187,5,637,47,122
2013-14,23,DET,NBA,PF,82,2690,,,,64%,36%,-3.6,+1.4,54,69,110,19,171,10,388,41,107
2014-15,24,DET,NBA,PF,69,2137,,,,50%,50%,-0.6,+1.8,46,64,70,18,164,5,336,33,85
2015-16,25,MIL,NBA,C,79,2314,,,,,100%,-2.6,+3.5,37,63,86,12,142,11,412,35,97
2016-17,26,MIL,NBA,C,81,1823,,,,2%,98%,+3.7,+6.7,64,54,80,11,122,3,428,35,65
2017-18,27,TOT,NBA,C,51,1040,,,,2%,98%,-10.9,-9.7,38,38,51,12,55,1,266,11,27
2017-18,27,MIL,NBA,C,5,79,,,,1%,99%,-5.6,-5.6,3,2,3,2,2,0,11,0,1
2017-18,27,PHO,NBA,C,20,465,,,,5%,95%,-16.0,-7.2,16,16,19,4,23,1,112,6,13
2017-18,27,BOS,NBA,C,26,496,,,,,100%,-7.0,-12.2,19,20,29,6,30,0,143,5,13
2018-19,28,TOT,NBA,C,43,480,,,,,100%,-7.2,-12.2,9,13,39,6,38,2,54,8,19
2018-19,28,TOR,NBA,C,38,423,,,,,100%,-9.6,-17.3,8,13,35,6,31,2,38,5,18
2018-19,28,BOS,NBA,C,2,5,,,,,100%,+62.5,+57.8,0,0,0,0,0,0,2,0,1
2018-19,28,PHI,NBA,C,3,52,,,,,100%,+8.3,+5.4,1,0,4,0,7,0,14,3,0
Career,,,NBA,,632,17475,,,,19%,81%,-3.3,+0.5,438,481,739,133,1124,50,3074,260,665
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DET,NBA,,378,11818,,,,28%,72%,-3.7,+0.4,290,313,483,92,767,33,1914,171,457
3 seasons,,MIL,NBA,,165,4216,,,,1%,99%,0.0,+4.7,104,119,169,25,266,14,851,70,163
1 season,,TOR,NBA,,38,423,,,,,100%,-9.6,-17.3,8,13,35,6,31,2,38,5,18
2 seasons,,BOS,NBA,,28,501,,,,,100%,-6.3,-11.5,19,20,29,6,30,0,145,5,14
1 season,,PHO,NBA,,20,465,,,,5%,95%,-16.0,-7.2,16,16,19,4,23,1,112,6,13
1 season,,PHI,NBA,,3,52,,,,,100%,+8.3,+5.4,1,0,4,0,7,0,14,3,0
