Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,22,WSB,NBA,PG,37,NA,137,7.9,21.5,0.369,4,5.9,0.667,2.6,5,7.6,4.6,5.3,0.7,11.2,19.8,NA,NA,86
1975-76,23,ATL,NBA,PG,13,NA,130,5.3,15.3,0.349,2.1,3.2,0.667,0.4,2.5,2.9,7.1,2.1,0.7,5.3,12.8,NA,NA,103
Career,NA,,NBA,,50,NA,267,6.7,18.5,0.361,3.1,4.6,0.667,1.5,3.8,5.3,5.8,3.8,0.7,8.4,16.5,NA,NA,94
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,WSB,NBA,,37,NA,137,7.9,21.5,0.369,4,5.9,0.667,2.6,5,7.6,4.6,5.3,0.7,11.2,19.8,NA,NA,86
1 season,NA,ATL,NBA,,13,NA,130,5.3,15.3,0.349,2.1,3.2,0.667,0.4,2.5,2.9,7.1,2.1,0.7,5.3,12.8,NA,NA,103
