Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Derrick Dial,,0.4,0.1,0.1,0.1
Milt Williams,79.1,0.4,0.2,0.1,0.1
Bob Duffy,74.4,0.3,0.1,0.1,NA
Lance Blanks,73.0,0.4,0.2,0.1,NA
Malcolm Lee,67.8,0.4,0.1,0,NA
James Young,63.2,0.3,0.3,0.1,0.1
Julyan Stone,61.4,0.4,0.3,0.2,0.1
Randy Woods,61.0,0.3,0.2,0.1,0.1
R.J. Hunter,60.6,0.3,0.1,0,0
Briante Weber,58.0,0.4,0.3,0,NA
Drew Barry,57.8,0.3,0.2,0.1,NA
