,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,SAS,NBA,SG,33,207,,63%,34%,4%,,+9.4,+0.5,5,3,5,2,7,0,49,1,6
2001-02,26,TOT,NBA,SG,32,299,88%,12%,,,,+5.1,+3.2,5,5,6,4,11,0,75,6,8
2001-02,26,NJN,NBA,SG,25,249,96%,4%,,,,+0.7,-3.9,4,4,6,3,9,0,66,6,7
2001-02,26,TOR,NBA,SG,7,50,49%,51%,,,,+26.7,+27.6,1,1,0,1,2,0,9,0,1
2003-04,28,ORL,NBA,SG,9,86,44%,56%,,,,+8.5,+16.7,1,0,3,0,1,0,4,0,2
Career,,,NBA,,74,592,51%,36%,12%,1%,,+7.1,+4.2,11,8,14,6,19,0,128,7,16
,,,,,,,,,,,,,,,,,,,,,,
1 season,,SAS,NBA,,33,207,,63%,34%,4%,,+9.4,+0.5,5,3,5,2,7,0,49,1,6
1 season,,NJN,NBA,,25,249,96%,4%,,,,+0.7,-3.9,4,4,6,3,9,0,66,6,7
1 season,,ORL,NBA,,9,86,44%,56%,,,,+8.5,+16.7,1,0,3,0,1,0,4,0,2
1 season,,TOR,NBA,,7,50,49%,51%,,,,+26.7,+27.6,1,1,0,1,2,0,9,0,1
