,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,21,PHO,NBA,C,6,104,.543,3.3,1.000,.686,.200,.057,.057,.000,.543,.583,.286,.500,1.000,,.684,.171,6,,,,0,0
2013-14,25,POR,NBA,C,11,367,.489,5.3,1.000,.489,.295,.148,.068,.000,.489,.535,.538,.308,.333,,.698,.080,7,,,,0,0
2014-15,26,POR,NBA,C,5,117,.600,4.9,1.000,.533,.333,.000,.133,.000,.600,.500,.800,,.500,,.556,.067,1,,,,0,0
2016-17,28,CHI,NBA,C,6,162,.654,8.0,1.000,.423,.288,.019,.269,.000,.654,.636,.733,1.000,.571,,.588,.038,2,,,,0,0
Career,,,NBA,,28,750,.553,5.7,1.000,.511,.279,.084,.126,.000,.553,.567,.585,.375,.542,,.648,.084,16,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,POR,NBA,,16,484,.505,5.2,1.000,.495,.301,.126,.078,.000,.505,.529,.581,.308,.375,,.673,.078,8,,,,0,0
1 season,,CHI,NBA,,6,162,.654,8.0,1.000,.423,.288,.019,.269,.000,.654,.636,.733,1.000,.571,,.588,.038,2,,,,0,0
1 season,,PHO,NBA,,6,104,.543,3.3,1.000,.686,.200,.057,.057,.000,.543,.583,.286,.500,1.000,,.684,.171,6,,,,0,0
