Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,23,BOS,NBA,SF,64,NA,1754,236,592,0.399,243,322,0.755,402,185,250,715
1956-57,25,BOS,NBA,SG,35,NA,807,137,349,0.393,144,182,0.791,178,67,113,418
1957-58,26,BOS,NBA,SG,69,NA,2047,377,900,0.419,383,472,0.811,504,167,245,1137
1958-59,27,BOS,NBA,SG,72,NA,2013,383,1013,0.378,341,436,0.782,491,147,266,1107
1959-60,28,BOS,NBA,SG,73,NA,2009,422,1062,0.397,273,347,0.787,506,137,251,1117
1960-61,29,BOS,NBA,SG,79,NA,2019,448,1100,0.407,295,354,0.833,431,146,284,1191
1961-62,30,BOS,NBA,SG,79,NA,1913,436,1019,0.428,334,405,0.825,387,109,245,1206
1962-63,31,BOS,NBA,SG,77,NA,1541,284,743,0.382,271,332,0.816,288,95,259,839
1963-64,32,BOS,NBA,SG,75,NA,1227,226,604,0.374,196,233,0.841,223,81,245,648
Career,NA,,NBA,,623,NA,15330,2949,7382,0.399,2480,3083,0.804,3410,1134,2158,8378
