,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1954-55,23,BOS,NBA,,9,,13,,,,6,27
1956-57,25,BOS,NBA,,8,,11,18,,,6,25
1957-58,26,BOS,NBA,,12,,19,21,,,6,35
1958-59,27,BOS,NBA,,12,,16,19,,,6,33
1959-60,28,BOS,NBA,,12,,9,12,,,6,31
1960-61,29,BOS,NBA,,11,,10,12,,,6,31
1961-62,30,BOS,NBA,,17,,13,14,,,,38
1962-63,31,BOS,NBA,,10,,9,10,,,,23
1963-64,32,BOS,NBA,,12,,8,8,,,,28
Career,,,,,17,,19,,,,,38
