Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,23,BOS,NBA,SF,64,NA,1754,4.8,12.2,0.399,5,6.6,0.755,8.3,3.8,5.1,14.7
1956-57,25,BOS,NBA,SG,35,NA,807,6.1,15.6,0.393,6.4,8.1,0.791,7.9,3,5,18.6
1957-58,26,BOS,NBA,SG,69,NA,2047,6.6,15.8,0.419,6.7,8.3,0.811,8.9,2.9,4.3,20
1958-59,27,BOS,NBA,SG,72,NA,2013,6.8,18.1,0.378,6.1,7.8,0.782,8.8,2.6,4.8,19.8
1959-60,28,BOS,NBA,SG,73,NA,2009,7.6,19,0.397,4.9,6.2,0.787,9.1,2.5,4.5,20
1960-61,29,BOS,NBA,SG,79,NA,2019,8,19.6,0.407,5.3,6.3,0.833,7.7,2.6,5.1,21.2
1961-62,30,BOS,NBA,SG,79,NA,1913,8.2,19.2,0.428,6.3,7.6,0.825,7.3,2.1,4.6,22.7
1962-63,31,BOS,NBA,SG,77,NA,1541,6.6,17.4,0.382,6.3,7.8,0.816,6.7,2.2,6.1,19.6
1963-64,32,BOS,NBA,SG,75,NA,1227,6.6,17.7,0.374,5.8,6.8,0.841,6.5,2.4,7.2,19
Career,NA,,NBA,,623,NA,15330,6.9,17.3,0.399,5.8,7.2,0.804,8,2.7,5.1,19.7
