Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,23,BOS,NBA,SF,7,154,18.1,0.573,0.481,NA,NA,NA,16.9,NA,0.6,0,0.5,0.161
1956-57,25,BOS,NBA,SG,10,229,19.2,0.565,0.72,NA,NA,NA,11.4,NA,1,0.4,1.4,0.29
1957-58,26,BOS,NBA,SG,11,352,19.2,0.505,0.339,NA,NA,NA,7.7,NA,1.2,0.6,1.7,0.235
1958-59,27,BOS,NBA,SG,11,303,23.4,0.56,0.422,NA,NA,NA,10,NA,1.5,0.5,2,0.322
1959-60,28,BOS,NBA,SG,13,459,14.7,0.485,0.321,NA,NA,NA,7.8,NA,0.8,0.8,1.6,0.169
1960-61,29,BOS,NBA,SG,10,300,16.7,0.506,0.551,NA,NA,NA,10.1,NA,0.7,0.5,1.2,0.196
1961-62,30,BOS,NBA,SG,13,210,13.2,0.481,0.433,NA,NA,NA,6.5,NA,0.3,0.3,0.6,0.139
1962-63,31,BOS,NBA,SG,13,251,7.8,0.433,0.452,NA,NA,NA,6,NA,-0.2,0.3,0.1,0.026
1963-64,32,BOS,NBA,SG,10,138,10.7,0.429,0.333,NA,NA,NA,10.8,NA,0,0.3,0.3,0.088
Career,NA,,NBA,,98,2396,16.3,0.506,0.431,NA,NA,NA,9.2,NA,5.8,3.7,9.5,0.19
