,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1954-55,23,BOS,NBA,,11,,8,,,,5,25
1956-57,25,BOS,NBA,,8,13,11,14,8,,6,22
1957-58,26,BOS,NBA,,10,22,12,13,13,,6,30
1958-59,27,BOS,NBA,,11,24,13,17,11,,6,29
1959-60,28,BOS,NBA,,11,24,7,9,13,5,6,24
1960-61,29,BOS,NBA,,9,19,11,12,,6,5,25
1961-62,30,BOS,NBA,,8,15,15,16,7,2,6,23
1962-63,31,BOS,NBA,,5,15,9,9,5,,6,17
1963-64,32,BOS,NBA,,7,14,4,4,4,,4,18
Career,,,,,11,,15,,,,6,30
