Season,Team,Lg,Salary
2015-16,Denver Nuggets,NBA,"$1,300,000"
2016-17,Denver Nuggets,NBA,"$1,358,500"
2017-18,Denver Nuggets,NBA,"$1,471,382"
2018-19,Denver Nuggets,NBA,"$24,605,181"
Career,(may be incomplete),,"$28,735,063"
