,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2018-19,23,DEN,NBA,64:58,19,30,4,7,17,24,12,12,6,14,19,14,3,4,8,6,43,41.4
Career,,,,64:58,19,30,4,7,17,24,12,12,6,14,19,14,3,4,8,6,43,41.4
