,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2005-06,23,CHA,NBA,46:57,7,16,3,6,6,13,4,5,3,6,8,4,3,1,3,4,18,12.1
2006-07,24,CHA,NBA,34:34,10,14,1,4,9,12,5,6,4,4,8,4,2,0,5,4,24,19.3
2011-12,29,TOR,NBA,45:21,7,18,5,9,7,10,5,5,2,4,4,4,2,1,4,4,20,11.8
2012-13,30,TOR,NBA,36:26,11,20,6,12,7,12,9,9,4,5,6,8,3,1,4,6,35,27.8
2013-14,31,BRK,NBA,46:22,9,17,5,11,7,12,7,9,2,7,7,4,3,3,4,5,26,21.5
2014-15,32,BRK,NBA,40:15,7,11,4,7,5,7,5,6,4,6,7,6,3,1,4,5,22,19.8
2015-16,33,WAS,NBA,23:32,6,9,4,7,2,6,2,4,1,4,4,4,1,1,1,4,18,14.1
2016-17,34,LAC,NBA,25:02,4,9,2,5,4,7,2,3,1,3,3,3,1,0,2,4,10,6.9
Career,,,,46:57,11,20,6,12,9,13,9,9,4,7,8,8,3,3,5,6,35,27.8
2 Seasons,,BRK,NBA,46:22,9,17,5,11,7,12,7,9,4,7,7,6,3,3,4,5,26,21.5
2 Seasons,,TOR,NBA,45:21,11,20,6,12,7,12,9,9,4,5,6,8,3,1,4,6,35,27.8
2 Seasons,,CHA,NBA,46:57,10,16,3,6,9,13,5,6,4,6,8,4,3,1,5,4,24,19.3
1 Season,,LAC,NBA,25:02,4,9,2,5,4,7,2,3,1,3,3,3,1,0,2,4,10,6.9
1 Season,,WAS,NBA,23:32,6,9,4,7,2,6,2,4,1,4,4,4,1,1,1,4,18,14.1
