Season,Team,Lg,Salary
2005-06,Charlotte Bobcats,NBA,"$398,762"
2006-07,Charlotte Bobcats,NBA,"$102,131"
2012-13,Toronto Raptors,NBA,"$885,120"
2013-14,Brooklyn Nets,NBA,"$947,907"
2014-15,Brooklyn Nets,NBA,"$1,276,061"
2015-16,Washington Wizards,NBA,"$4,000,000"
2016-17,Los Angeles Clippers,NBA,"$1,315,448"
Career,(may be incomplete),,"$8,925,429"
