,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2012-13,22,MEM,NBA,SF,8,102,.440,18.5,.280,.160,.120,.000,.000,.720,.714,1.000,.333,,,.333,.400,.040,1,1.000,.333,.667,0,0
2013-14,23,BOS,NBA,SF,40,789,.397,17.1,.407,.229,.070,.028,.079,.593,.483,.612,.400,.500,.176,.339,.667,.009,2,.977,.362,.457,0,0
2014-15,24,TOT,NBA,SF,29,526,.403,17.0,.383,.247,.065,.032,.039,.617,.576,.658,.400,.600,.333,.295,.735,.013,2,.929,.526,.260,0,0
2014-15,24,PHI,NBA,SF,9,187,.317,18.9,.350,.200,.050,.033,.067,.650,.429,.417,.667,.500,.250,.256,.667,.000,0,.900,.308,.333,0,0
2014-15,24,UTA,NBA,SF,12,211,.484,15.3,.406,.266,.109,.031,.000,.594,.692,.882,.286,.500,,.342,.833,.031,2,.923,.789,.267,0,0
2014-15,24,MIL,NBA,SF,8,128,.400,16.8,.400,.300,.000,.033,.067,.600,.583,.556,,1.000,.500,.278,.571,.000,0,1.000,.444,.125,0,0
2015-16,25,UTA,NBA,SF,70,857,.371,15.4,.490,.247,.088,.072,.082,.510,.474,.667,.118,.286,.438,.273,.489,.021,3,.963,.606,.267,1,0
Career,,,NBA,,147,2274,.392,16.6,.422,.237,.077,.043,.066,.578,.508,.655,.289,.400,.308,.307,.611,.015,8,.962,.478,.333,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,UTA,NBA,,82,1068,.399,15.4,.469,.252,.093,.062,.062,.531,.521,.723,.167,.313,.438,.292,.587,.023,5,.950,.657,.267,1,0
1 season,,BOS,NBA,,40,789,.397,17.1,.407,.229,.070,.028,.079,.593,.483,.612,.400,.500,.176,.339,.667,.009,2,.977,.362,.457,0,0
1 season,,PHI,NBA,,9,187,.317,18.9,.350,.200,.050,.033,.067,.650,.429,.417,.667,.500,.250,.256,.667,.000,0,.900,.308,.333,0,0
1 season,,MEM,NBA,,8,102,.440,18.5,.280,.160,.120,.000,.000,.720,.714,1.000,.333,,,.333,.400,.040,1,1.000,.333,.667,0,0
1 season,,MIL,NBA,,8,128,.400,16.8,.400,.300,.000,.033,.067,.600,.583,.556,,1.000,.500,.278,.571,.000,0,1.000,.444,.125,0,0
