,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,20,BOS,NBA,PF,45,892,,,,66%,35%,+2.8,+4.2,10,5,69,11,29,6,81,5,31
2013-14,21,BOS,NBA,PF,74,2041,,,,30%,70%,-2.3,+5.8,35,36,127,29,78,13,275,25,53
2014-15,22,BOS,NBA,PF,58,1566,,,,60%,40%,-2.3,-3.8,30,14,67,24,53,8,321,13,35
2015-16,23,BOS,NBA,PF,81,1915,,,,14%,86%,+4.9,+3.2,31,28,107,27,71,9,440,12,50
2016-17,24,TOR,NBA,PF,11,118,,,,70%,30%,-16.2,-21.4,1,1,7,2,4,1,5,2,4
Career,,,NBA,,269,6532,,,,38%,62%,+0.3,+2.0,107,84,377,93,235,37,1122,57,173
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,BOS,NBA,,258,6414,,,,38%,62%,+0.6,+2.4,106,83,370,91,231,36,1117,55,169
1 season,,TOR,NBA,,11,118,,,,70%,30%,-16.2,-21.4,1,1,7,2,4,1,5,2,4
