Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,22,PRO,BAA,NA,43,NA,NA,0.9,3.6,0.242,0.4,0.8,0.576,NA,0.1,1,2.2
Career,NA,,BAA,NA,43,NA,NA,0.9,3.6,0.242,0.4,0.8,0.576,NA,0.1,1,2.2
