,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,20,BOS,NBA,SG,32,374,,59%,37%,4%,,-4.1,-2.7,5,8,19,0,18,0,38,3,2
2006-07,21,BOS,NBA,SF,81,1780,,22%,66%,11%,1%,-7.3,-6.2,34,36,95,20,79,7,185,16,44
2007-08,22,TOT,NBA,SF,30,362,3%,58%,40%,,,-6.6,-5.8,15,9,22,3,17,0,71,1,6
2007-08,22,MIN,NBA,SF,29,358,3%,59%,39%,,,-6.9,+0.7,15,9,21,3,17,0,71,1,6
2007-08,22,HOU,NBA,SF,1,4,,,100%,,,+30.0,+24.5,0,0,1,0,0,0,0,0,0
2008-09,23,DAL,NBA,SG,38,376,,50%,49%,1%,,-8.9,-12.5,11,13,30,5,18,2,32,6,5
2011-12,26,NJN,NBA,SF,31,781,,2%,85%,13%,,-0.6,+8.3,14,18,44,11,32,1,77,8,5
2012-13,27,IND,NBA,SF,60,1080,,44%,55%,1%,,+0.1,-6.5,25,12,33,6,25,4,116,3,15
2013-14,28,PHO,NBA,SG,82,2330,,78%,22%,,,-0.1,-6.3,61,44,109,12,77,7,289,8,21
2014-15,29,PHO,NBA,SG,74,1446,,59%,39%,2%,,-0.2,+1.4,41,37,66,9,50,8,217,18,15
2015-16,30,MIA,NBA,SG,69,1557,1%,42%,57%,,,+1.5,-0.9,15,7,61,9,38,3,124,11,19
2016-17,31,BOS,NBA,SF,47,538,,31%,66%,3%,,+0.8,-2.6,11,7,21,3,15,2,76,2,11
2017-18,32,HOU,NBA,SG,41,929,3%,61%,36%,,,+3.9,-6.1,14,8,49,4,25,2,62,6,7
2018-19,33,HOU,NBA,SG,73,1473,1%,22%,65%,12%,,+4.4,-1.0,27,17,70,5,31,4,99,10,13
Career,,,NBA,,658,13026,,45%,50%,4%,,-0.6,-3.2,273,216,619,87,425,40,1386,92,163
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,BOS,NBA,,160,2692,,29%,62%,8%,1%,-5.2,-5.0,50,51,135,23,112,9,299,21,57
2 seasons,,PHO,NBA,,156,3776,,71%,28%,1%,,-0.1,-3.3,102,81,175,21,127,15,506,26,36
3 seasons,,HOU,NBA,,115,2406,1%,37%,54%,8%,,+4.2,-3.0,41,25,120,9,56,6,161,16,20
1 season,,MIA,NBA,,69,1557,1%,42%,57%,,,+1.5,-0.9,15,7,61,9,38,3,124,11,19
1 season,,IND,NBA,,60,1080,,44%,55%,1%,,+0.1,-6.5,25,12,33,6,25,4,116,3,15
1 season,,DAL,NBA,,38,376,,50%,49%,1%,,-8.9,-12.5,11,13,30,5,18,2,32,6,5
1 season,,NJN,NBA,,31,781,,2%,85%,13%,,-0.6,+8.3,14,18,44,11,32,1,77,8,5
1 season,,MIN,NBA,,29,358,3%,59%,39%,,,-6.9,+0.7,15,9,21,3,17,0,71,1,6
