,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1976-77,22,WSB,NBA,,10,,,,,,9,12,,,,,,,,,26,
1977-78,23,WSB,NBA,,13,,,,,,14,19,,,,,,,,,32,
1978-79,24,WSB,NBA,,13,,,,,,11,13,,,,,,,,,32,
1979-80,25,WSB,NBA,,8,,0,,,,5,8,,,,,,,,,20,
1980-81,26,WSB,NBA,,10,,0,,,,10,15,,,,,,,,,30,
1981-82,27,LAL,NBA,,11,17,0,,11,,7,8,,,17,4,,,,6,25,
1983-84,29,LAL,NBA,,5,11,0,0,5,11,3,4,5,8,10,2,1,2,3,4,12,9.3
1984-85,30,LAL,NBA,,13,21,0,0,13,21,5,6,5,9,13,3,2,3,4,5,29,25.3
1985-86,31,LAL,NBA,,7,13,0,1,7,13,6,7,4,6,8,3,2,1,4,5,15,12.7
Career,,,,,13,,,,,,14,19,,,,,,,,,32,
5 Seasons,,WSB,NBA,,13,,,,,,14,19,,,,,,,,,32,
4 Seasons,,LAL,NBA,,13,21,0,,13,,7,8,,,17,4,,,,6,29,
