,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2010-11,19,TEXAS,36,1104,172,315,0,0,127,261,138,282,45,34,86,64,100,471,.546,,.487,30.7,13.1,7.8,1.3
Career,,,36,1104,172,315,0,0,127,261,138,282,45,34,86,64,100,471,.546,,.487,30.7,13.1,7.8,1.3
