Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,22,TOT,ABA,C,42,353,11.5,0.418,0.007,0.317,NA,NA,15,5.4,12.2,19.2,NA,-0.4,0.4,0,-0.001
1968-69,22,MNP,ABA,C,2,11,8.4,0.602,0,1.5,NA,NA,4,0,0,10.7,NA,0,0,0,0.138
1968-69,22,HSM,ABA,C,40,342,11.6,0.414,0.007,0.301,NA,NA,15.4,5.6,12.4,19.5,NA,-0.4,0.4,0,-0.006
Career,NA,,ABA,,42,353,11.5,0.418,0.007,0.317,NA,NA,15,5.4,12.2,19.2,NA,-0.4,0.4,0,-0.001
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,HSM,ABA,,40,342,11.6,0.414,0.007,0.301,NA,NA,15.4,5.6,12.4,19.5,NA,-0.4,0.4,0,-0.006
1 season,NA,MNP,ABA,,2,11,8.4,0.602,0,1.5,NA,NA,4,0,0,10.7,NA,0,0,0,0.138
