Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,DLC,ABA,PF,2,NA,47,6.1,9.2,0.667,0,0,NA,6.1,9.2,0.667,1.5,1.5,1,NA,NA,4.6,3.1,NA,NA,2.3,6.1,13.8
1973-74,24,SAA,ABA,SF,6,NA,71,6.1,14.2,0.429,0,0.5,0,6.1,13.7,0.444,1.5,2,0.75,4.6,4.6,9.1,0.5,0,0.5,1.5,7.6,13.7
1974-75,25,SSL,ABA,SF,8,NA,47,6.9,16.9,0.409,0,0,NA,6.9,16.9,0.409,7.7,10.7,0.714,4.6,9.2,13.8,0.8,0.8,0,2.3,6.1,21.4
1976-77,27,HOU,NBA,SF,6,NA,35,5.1,10.3,0.5,NA,NA,NA,5.1,10.3,0.5,2.1,2.1,1,4.1,8.2,12.3,0,0,0,NA,6.2,12.3
Career,NA,,TOT,,22,NA,200,6.1,13,0.472,0,0.2,0,6.1,12.8,0.479,3.1,4,0.773,4.5,6.8,9.7,1.1,0.2,0.2,2,6.7,15.3
,NA,,ABA,,16,NA,165,6.3,13.5,0.468,0,0.2,0,6.3,13.3,0.475,3.3,4.4,0.75,4.6,6.4,9.2,1.3,0.3,0.3,2,6.8,15.9
,NA,,NBA,,6,NA,35,5.1,10.3,0.5,NA,NA,NA,5.1,10.3,0.5,2.1,2.1,1,4.1,8.2,12.3,0,0,0,NA,6.2,12.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"DLC,SAA",ABA,,8,NA,118,6.1,12.2,0.5,0,0.3,0,6.1,11.9,0.513,1.5,1.8,0.833,4.6,4.6,7.3,1.5,0,0.5,1.8,7,13.7
1 season,NA,SSL,ABA,,8,NA,47,6.9,16.9,0.409,0,0,NA,6.9,16.9,0.409,7.7,10.7,0.714,4.6,9.2,13.8,0.8,0.8,0,2.3,6.1,21.4
1 season,NA,HOU,NBA,,6,NA,35,5.1,10.3,0.5,NA,NA,NA,5.1,10.3,0.5,2.1,2.1,1,4.1,8.2,12.3,0,0,0,NA,6.2,12.3
