,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,DLC,ABA,,10,,0,,,,5,8,,,,,,,,,21
1972-73,23,DLC,ABA,,11,,0,,,,8,11,,,,,,,,,28
1973-74,24,SAA,ABA,,8,,0,,,,5,10,,,,,,,,,19
1974-75,25,SSL,ABA,,12,,3,,,,7,8,,,,,,,,,25
1975-76,26,UTS,ABA,,9,,0,,,,6,8,,,,,,,,,20
1976-77,27,HOU,NBA,,5,,,,,,2,3,,,,,,,,,10
Career,,,TOT,,12,,,,,,8,11,,,,,,,,,28
,,,NBA,,5,,,,,,2,3,,,,,,,,,10
,,,ABA,,12,,3,,,,8,11,,,,,,,,,28
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,"DLC,SAA",ABA,,11,,0,,,,8,11,,,,,,,,,28
1 Season,,SSL,ABA,,12,,3,,,,7,8,,,,,,,,,25
1 Season,,HOU,NBA,,5,,,,,,2,3,,,,,,,,,10
1 Season,,UTS,ABA,,9,,0,,,,6,8,,,,,,,,,20
