,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2003-04,25,MIL,NBA,9:26,2,4,0,0,2,4,0,1,0,1,1,2,1,0,0,1,4,3.9
2005-06,27,MIL,NBA,9:00,6,7,0,0,6,7,1,2,2,1,3,0,0,1,0,3,13,11.3
2009-10,31,MIL,NBA,18:08,3,5,0,0,3,5,1,3,4,6,10,1,1,2,2,5,7,8.4
Career,,,,18:08,6,7,0,0,6,7,1,3,4,6,10,2,1,2,2,5,13,11.3
