Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,22,MIL,NBA,,3,14,11.4,0.368,NA,0.2,NA,NA,13.5,18.1,NA,NA,NA,NA,-0.1,0,0,-0.121
1971-72,23,INA,ABA,SG,20,155,1.3,0.332,0.074,0.259,4.3,5.1,4.7,9.8,NA,16.6,18,NA,-0.5,0.1,-0.4,-0.112
Career,NA,,TOT,,23,169,2.1,0.338,0.063,0.25,4.3,5.1,5.4,10.5,NA,16.6,18,NA,-0.5,0.1,-0.4,-0.113
,NA,,ABA,,20,155,1.3,0.332,0.074,0.259,4.3,5.1,4.7,9.8,NA,16.6,18,NA,-0.5,0.1,-0.4,-0.112
,NA,,NBA,,3,14,11.4,0.368,NA,0.2,NA,NA,13.5,18.1,NA,NA,NA,NA,-0.1,0,0,-0.121
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,INA,ABA,,20,155,1.3,0.332,0.074,0.259,4.3,5.1,4.7,9.8,NA,16.6,18,NA,-0.5,0.1,-0.4,-0.112
1 season,NA,MIL,NBA,,3,14,11.4,0.368,NA,0.2,NA,NA,13.5,18.1,NA,NA,NA,NA,-0.1,0,0,-0.121
