Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1975-76,21,CHI,NBA,PF,75,NA,1326,5.6,13.7,0.411,4.4,6.6,0.67,4.1,9.7,13.8,3.2,1,0.9,NA,4.8,15.7,NA,NA,97
1976-77,22,CHI,NBA,PF,78,NA,996,5.2,12.4,0.416,2,3.1,0.646,3.7,7.7,11.4,2,1.6,0.5,NA,4,12.3,NA,NA,97
1977-78,23,CHI,NBA,PF,44,NA,534,3.3,7.5,0.435,1.2,1.8,0.7,3.2,8.3,11.5,7.7,1.7,1.3,2.7,5.8,7.8,NA,103,101
Career,NA,,NBA,,197,NA,2856,5,12.1,0.416,3,4.5,0.667,3.8,8.7,12.5,3.6,1.4,0.9,0.5,4.7,13,NA,103,98
