Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Cliff Pondexter,,2.2,1.5,1
Mark Alarie,99.0,2.2,1.5,0.9
Derrick Brown,93.6,2.3,1.3,1
Mark Acres,93.2,2.2,1.6,0.9
Joe Bryant,91.3,2.2,1.3,1.2
Al Thornton,91.0,2.2,1.3,1.1
Bryon Russell,90.9,2.1,1.4,0.8
Bob Brannum,89.8,2,1.6,0.8
Taurean Waller-Prince,89.7,2,1.5,1.1
J.R. Reid,89.2,2.1,1.8,1.1
Corky Calhoun,87.3,2.2,2.1,1
