Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Cliff Pondexter,,2.2,1.5,1,NA
Derrick Brown,93.6,2.3,1.3,1,NA
Taurean Waller-Prince,89.7,2,1.5,1.1,NA
Thon Maker,87.3,2,1.5,1.3,NA
Marty Byrnes,86.5,2.3,1,0.9,0
Al Eberhard,86.1,2.6,1.8,0.9,0
Carey Scurry,84.8,2.6,1.8,0.9,NA
Sam Pellom,84.7,2.2,1.8,0.7,0
Charles Pittman,82.8,1.7,1.5,0.9,0.1
Grady Lewis,82.3,2.4,1.1,0.8,NA
Jan Veselý,80.2,1.7,1.6,0.7,NA
