Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,21,CHI,NBA,PF,75,NA,17.7,2.1,5.1,0.411,1.6,2.4,0.67,1.5,3.6,5.1,1.2,0.4,0.3,NA,1.8,5.8
1976-77,22,CHI,NBA,PF,78,NA,12.8,1.4,3.3,0.416,0.5,0.8,0.646,1,2,3,0.5,0.4,0.1,NA,1.1,3.3
1977-78,23,CHI,NBA,PF,44,NA,12.1,0.8,1.9,0.435,0.3,0.5,0.7,0.8,2.1,3,2,0.4,0.3,0.7,1.5,2
Career,NA,,NBA,,197,NA,14.5,1.5,3.7,0.416,0.9,1.4,0.667,1.1,2.6,3.8,1.1,0.4,0.3,0.7,1.4,3.9
