Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1976-77,22,CHI,NBA,PF,3,NA,12,0,3.9,0,7.8,7.8,1,0,11.7,11.7,3.9,0,0,NA,0,7.8,NA,NA,103
Career,NA,,NBA,,3,NA,12,0,3.9,0,7.8,7.8,1,0,11.7,11.7,3.9,0,0,NA,0,7.8,NA,NA,103
