,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1963-64,22,PHI,NBA,,5,,5,6,,,,11
1964-65,23,PHI,NBA,,4,6,4,4,6,0,5,12
Career,,,,,5,,5,6,,,,12
