,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,22,VAN,NBA,PG,82,3190,95%,6%,,,,-6.4,-2.0,167,56,48,13,48,0,1425,6,35
2001-02,23,SAC,NBA,PG,80,2659,78%,22%,,,,+7.3,-1.9,80,36,49,13,74,0,893,16,39
2002-03,24,SAC,NBA,PG,55,1835,87%,13%,,,,+8.9,+4.2,71,40,45,12,55,0,611,11,25
2003-04,25,SAC,NBA,PG,82,2980,100%,,,,,+5.9,+1.6,110,40,57,16,110,0,982,21,48
2004-05,26,SAC,NBA,PG,80,3084,98%,2%,,,,+2.8,+1.6,122,60,76,15,145,0,1184,30,29
2005-06,27,SAC,NBA,PG,82,3167,100%,,,,,+2.2,+2.6,128,50,64,14,118,30,956,24,33
2006-07,28,SAC,NBA,PG,82,2784,100%,,,,,-1.2,+2.4,106,62,71,12,102,30,867,22,28
2007-08,29,TOT,NBA,PG,48,1573,98%,2%,,,,-1.4,+1.0,84,28,44,2,31,16,635,8,17
2007-08,29,SAC,NBA,PG,15,473,100%,,,,,-2.8,-0.6,25,11,21,0,13,3,174,4,5
2007-08,29,ATL,NBA,PG,33,1100,98%,2%,,,,-0.8,+1.7,59,17,23,2,18,13,461,4,12
2008-09,30,ATL,NBA,PG,79,2740,100%,,,,,+0.7,-4.0,84,27,56,14,45,21,869,15,20
2009-10,31,ATL,NBA,PG,80,2195,100%,,,,,+7.0,+4.2,67,13,67,4,25,15,663,5,10
2010-11,32,TOT,NBA,PG,80,2285,100%,,,,,+3.3,+4.4,79,9,72,11,17,29,572,6,6
2010-11,32,ATL,NBA,PG,56,1674,100%,,,,,+3.5,+7.6,55,6,50,6,14,23,434,5,6
2010-11,32,WAS,NBA,PG,2,29,100%,,,,,-22.5,-14.5,0,1,1,0,0,0,18,0,0
2010-11,32,MIA,NBA,PG,22,582,100%,,,,,+4.2,-5.1,24,2,21,5,3,6,120,1,0
2011-12,33,NYK,NBA,PG,39,557,100%,,,,,-2.5,-7.1,17,1,22,1,1,7,191,0,1
Career,,,NBA,,869,29049,96%,4%,,,,+2.3,+0.9,1115,422,671,127,771,148,9848,164,291
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,SAC,NBA,,476,16982,95%,5%,,,,+3.8,+1.6,642,299,383,82,617,63,5667,128,207
4 seasons,,ATL,NBA,,248,7709,100%,,,,,+2.9,+1.7,265,63,196,26,102,72,2427,29,48
1 season,,VAN,NBA,,82,3190,95%,6%,,,,-6.4,-2.0,167,56,48,13,48,0,1425,6,35
1 season,,NYK,NBA,,39,557,100%,,,,,-2.5,-7.1,17,1,22,1,1,7,191,0,1
1 season,,MIA,NBA,,22,582,100%,,,,,+4.2,-5.1,24,2,21,5,3,6,120,1,0
1 season,,WAS,NBA,,2,29,100%,,,,,-22.5,-14.5,0,1,1,0,0,0,18,0,0
