,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,20,VAN,NBA,53:58,11,20,3,6,11,19,11,12,3,6,7,12,5,2,6,5,26,22.7
1999-00,21,VAN,NBA,54:27,13,25,6,8,13,22,8,10,4,9,11,16,7,2,8,6,33,32.6
2000-01,22,VAN,NBA,53:59,14,24,5,9,13,17,8,8,3,10,10,18,4,2,8,6,37,33.7
2001-02,23,SAC,NBA,43:33,11,20,4,6,10,19,10,10,3,7,8,11,4,1,5,5,27,22.1
2002-03,24,SAC,NBA,43:16,11,19,4,7,10,17,10,10,3,5,7,16,6,2,5,5,30,24.7
2003-04,25,SAC,NBA,45:20,11,23,6,11,9,18,13,18,4,8,8,15,5,2,5,5,31,28.6
2004-05,26,SAC,NBA,49:28,16,26,6,11,15,24,12,14,4,9,10,14,6,3,8,5,40,34.3
2005-06,27,SAC,NBA,49:42,17,32,6,13,13,22,14,16,3,7,8,12,4,1,6,5,44,33.8
2006-07,28,SAC,NBA,48:20,13,23,9,12,10,17,12,16,3,7,8,10,4,2,11,5,38,31.0
2007-08,29,TOT,NBA,48:09,11,21,6,12,8,15,8,9,2,6,8,14,4,1,6,5,30,30.2
2007-08,29,SAC,NBA,39:29,10,21,4,8,8,15,3,4,2,6,6,7,4,1,4,5,24,15.0
2007-08,29,ATL,NBA,48:09,11,21,6,12,7,13,8,9,2,6,8,14,3,1,6,5,30,30.2
2008-09,30,ATL,NBA,47:31,12,22,6,10,11,18,5,9,3,8,8,15,5,2,5,5,31,27.9
2009-10,31,ATL,NBA,42:29,8,16,7,9,5,9,4,5,3,7,7,11,4,1,4,5,23,22.3
2010-11,32,TOT,NBA,43:12,8,15,7,11,6,10,3,5,3,8,10,8,4,1,6,5,23,19.9
2010-11,32,ATL,NBA,43:12,8,15,5,10,6,10,3,5,3,8,10,8,4,1,5,5,19,17.7
2010-11,32,WAS,NBA,19:08,1,5,0,2,1,3,0,0,0,3,3,4,1,0,1,2,2,2.8
2010-11,32,MIA,NBA,42:32,7,11,7,11,3,5,3,5,1,4,5,7,2,1,6,5,23,19.9
2011-12,33,NYK,NBA,36:46,4,10,4,8,1,4,4,4,2,5,5,12,2,1,2,5,16,15.3
Career,,,,54:27,17,32,9,13,15,24,14,18,4,10,11,18,7,3,11,6,44,34.3
7 Seasons,,SAC,NBA,49:42,17,32,9,13,15,24,14,18,4,9,10,16,6,3,11,5,44,34.3
4 Seasons,,ATL,NBA,48:09,12,22,7,12,11,18,8,9,3,8,10,15,5,2,6,5,31,30.2
3 Seasons,,VAN,NBA,54:27,14,25,6,9,13,22,11,12,4,10,11,18,7,2,8,6,37,33.7
1 Season,,NYK,NBA,36:46,4,10,4,8,1,4,4,4,2,5,5,12,2,1,2,5,16,15.3
1 Season,,MIA,NBA,42:32,7,11,7,11,3,5,3,5,1,4,5,7,2,1,6,5,23,19.9
1 Season,,WAS,NBA,19:08,1,5,0,2,1,3,0,0,0,3,3,4,1,0,1,2,2,2.8
