,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1996-97,22,PHI,NBA,27:29,6,10,1,2,6,9,3,4,6,9,11,1,3,1,3,6,12,10.9
1997-98,23,SAC,NBA,29:44,4,9,0,1,4,9,6,6,3,8,9,4,3,2,3,4,10,15.1
1998-99,24,NJN,NBA,46:07,7,14,0,1,7,13,11,12,3,7,10,2,2,1,4,5,19,14.8
1999-00,25,TOT,NBA,13:01,2,3,0,0,2,3,2,2,1,3,3,2,1,1,2,2,4,5.0
1999-00,25,CLE,NBA,13:01,2,3,0,0,2,3,2,2,1,3,3,1,1,1,2,2,4,5.0
1999-00,25,NJN,NBA,8:53,0,1,0,0,0,1,1,2,1,1,2,2,0,0,0,1,1,2.6
Career,,,,46:07,7,14,1,2,7,13,11,12,6,9,11,4,3,2,4,6,19,15.1
1 Season,,SAC,NBA,29:44,4,9,0,1,4,9,6,6,3,8,9,4,3,2,3,4,10,15.1
1 Season,,PHI,NBA,27:29,6,10,1,2,6,9,3,4,6,9,11,1,3,1,3,6,12,10.9
2 Seasons,,NJN,NBA,46:07,7,14,0,1,7,13,11,12,3,7,10,2,2,1,4,5,19,14.8
1 Season,,CLE,NBA,13:01,2,3,0,0,2,3,2,2,1,3,3,1,1,1,2,2,4,5.0
