,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2005-06,24,MIA,NBA,16:43,3,6,0,0,3,6,2,2,1,4,5,0,0,0,2,5,6,3.0
2006-07,25,MIA,NBA,25:51,6,12,0,1,6,12,3,3,3,4,6,1,2,1,3,4,15,12.6
2007-08,26,MIA,NBA,34:09,9,17,1,3,9,15,8,9,5,7,8,4,3,1,5,5,22,17.1
2009-10,28,NYK,NBA,44:21,8,13,0,0,8,13,9,10,8,10,18,2,1,2,6,5,17,17.2
2010-11,29,TOT,NBA,36:39,4,10,0,0,4,10,5,6,6,9,13,4,4,1,3,6,10,7.4
2010-11,29,PHO,NBA,32:25,3,9,0,0,3,9,5,6,6,4,8,2,4,1,3,6,7,5.3
2010-11,29,MIL,NBA,20:56,4,10,0,0,4,10,2,2,5,4,9,4,1,1,1,5,10,7.4
2010-11,29,POR,NBA,36:39,2,10,0,0,2,10,1,2,4,9,13,3,0,0,3,4,5,2.0
2011-12,30,GSW,NBA,5:39,1,2,0,0,1,2,0,0,1,0,1,0,0,0,0,3,2,0.5
2012-13,31,TOT,NBA,36:30,5,14,0,0,5,14,1,2,6,12,18,2,2,4,4,5,11,11.3
2012-13,31,WAS,NBA,26:04,4,10,0,0,4,10,1,2,6,8,14,1,2,4,4,5,8,9.9
2012-13,31,NYK,NBA,36:30,5,14,0,0,5,14,1,2,6,12,18,2,0,1,1,1,11,11.3
2014-15,33,PHO,NBA,25:05,3,7,2,3,3,7,2,2,4,2,6,1,1,1,2,4,9,8.8
Career,,,,44:21,9,17,2,3,9,15,9,10,8,12,18,4,4,4,6,6,22,17.2
3 Seasons,,MIA,NBA,34:09,9,17,1,3,9,15,8,9,5,7,8,4,3,1,5,5,22,17.1
2 Seasons,,PHO,NBA,32:25,3,9,2,3,3,9,5,6,6,4,8,2,4,1,3,6,9,8.8
1 Season,,WAS,NBA,26:04,4,10,0,0,4,10,1,2,6,8,14,1,2,4,4,5,8,9.9
2 Seasons,,NYK,NBA,44:21,8,14,0,0,8,14,9,10,8,12,18,2,1,2,6,5,17,17.2
1 Season,,MIL,NBA,20:56,4,10,0,0,4,10,2,2,5,4,9,4,1,1,1,5,10,7.4
1 Season,,GSW,NBA,5:39,1,2,0,0,1,2,0,0,1,0,1,0,0,0,0,3,2,0.5
1 Season,,POR,NBA,36:39,2,10,0,0,2,10,1,2,4,9,13,3,0,0,3,4,5,2.0
