Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
John Kuester,,1.9,0.1,0
Jason Hart,88.0,1.9,0.3,0
Darrell Armstrong,86.4,1.8,0.1,0.1
Travis Mays,83.0,2.1,0.3,0
Cliff Barker,79.3,2.2,0.1,-0.2
Mark Davis,75.8,2.3,0.2,-0.1
E'Twaun Moore,74.9,1.7,0.2,0.2
Bernard Robinson,74.6,1.7,0.3,0.1
Rickey Green,74.3,1.8,0.3,-0.1
Mike Evans,74.1,1.6,0.1,-0.1
Randy Brown,73.2,1.9,0.4,0.3
