,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,NYA,ABA,,9,,1,,,,4,5,,,,,,,,,20
1974-75,23,NYA,ABA,,11,,1,,,,4,4,,,,,,,,,22
1975-76,24,TOT,ABA,,8,,1,,,,7,9,,,,,,,,,19
1975-76,24,NYA,ABA,,4,,1,,,,2,3,,,,,,,,,11
1975-76,24,VIR,ABA,,8,,0,,,,7,9,,,,,,,,,19
Career,,,,,11,,1,,,,7,9,,,,,,,,,22
3 Seasons,,NYA,ABA,,11,,1,,,,4,5,,,,,,,,,22
1 Season,,VIR,ABA,,8,,0,,,,7,9,,,,,,,,,19
