Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Billy Schaeffer,,1.9,0.8,0.5
Byron Houston,93.2,1.8,0.9,0.5
D.J. White,89.8,1.8,0.6,0.4
Joe Kopicki,89.4,1.9,0.9,0.7
Stanley Johnson,89.0,1.8,0.6,0.4
Jarvis Hayes,88.4,1.7,0.7,0.5
Togo Palazzi,87.7,1.6,0.8,0.6
Noah Vonleh,87.1,1.8,1.2,0.5
Henry Walker,86.9,1.9,1.1,0.5
Hank Whitney,86.4,1.8,1.1,0.5
Pete Verhoeven,85.4,2.1,0.8,0.7
