Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,22,DLC,ABA,NA,8,51,-7.1,0.368,0,0.4,NA,NA,3.4,4.8,31.2,18.1,NA,-0.1,0,-0.1,-0.065
Career,NA,,ABA,NA,8,51,-7.1,0.368,0,0.4,NA,NA,3.4,4.8,31.2,18.1,NA,-0.1,0,-0.1,-0.065
