,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,20,OKC,NBA,PF,13,54,,,,3%,97%,-23.7,-28.4,0,1,9,2,0,0,3,0,1
2010-11,21,OKC,NBA,PF,13,85,,,,46%,54%,-11.9,-16.5,3,2,5,1,5,1,0,0,2
2011-12,22,CHA,NBA,C,65,1465,,,,1%,99%,-13.5,+3.9,34,17,75,17,48,3,119,8,30
2012-13,23,CHA,NBA,PF,53,1428,,,,82%,18%,-15.6,-8.6,39,20,52,4,37,6,173,5,27
2013-14,24,TOT,NBA,C,45,414,,,,,100%,-18.1,-17.0,7,11,34,8,6,1,36,0,11
2013-14,24,LAC,NBA,C,27,167,,,,,100%,-12.9,-20.8,4,2,16,7,2,1,16,0,6
2013-14,24,PHI,NBA,C,18,247,,,,,100%,-21.3,-11.3,3,9,18,1,4,0,20,0,5
Career,,,NBA,,189,3446,,,,36%,64%,-15.0,-4.8,83,51,175,32,96,11,331,13,71
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHA,NBA,,118,2893,,,,41%,59%,-14.5,-2.3,73,37,127,21,85,9,292,13,57
1 season,,LAC,NBA,,27,167,,,,,100%,-12.9,-20.8,4,2,16,7,2,1,16,0,6
2 seasons,,OKC,NBA,,26,139,,,,29%,71%,-16.5,-21.1,3,3,14,3,5,1,3,0,3
1 season,,PHI,NBA,,18,247,,,,,100%,-21.3,-11.3,3,9,18,1,4,0,20,0,5
