Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1984-85,23,DAL,NBA,PF,82,2317,15,0.535,0.049,0.332,9.1,20.9,14.9,7.8,1.3,1.6,10.8,17.1,NA,3.2,2.6,5.8,0.12,NA,0.1,-0.1,0,1.2
1985-86,24,DAL,NBA,PF,80,2626,17.6,0.573,0.036,0.414,8.3,20.1,14.3,7.8,1.3,1.9,11.9,19,NA,5,2.3,7.3,0.133,NA,1.3,-0.3,1,1.9
1986-87,25,DAL,NBA,PF,80,2687,15.9,0.545,0.056,0.309,8.1,16.5,12.4,7.4,1.9,1.6,10.8,18.5,NA,4.2,3.3,7.5,0.134,NA,0.6,0.6,1.2,2.2
1987-88,26,DAL,NBA,PF,75,2499,15,0.521,0.034,0.379,8.9,17.1,13.1,6.7,1.5,1.2,10.4,18.9,NA,3.7,3,6.7,0.128,NA,-0.3,0,-0.3,1.1
1988-89,27,DAL,NBA,PF,78,2860,15.3,0.53,0.04,0.343,9.2,17.3,13.3,6.7,1.3,1.9,11.3,18.8,NA,3.3,3.1,6.4,0.108,NA,-0.1,-0.4,-0.5,1.1
1989-90,28,DAL,NBA,SF,76,2668,17.3,0.564,0.032,0.48,9,15.2,12.2,10,1.7,1.5,12.2,20,NA,4.8,3.3,8.1,0.146,NA,1.3,0.5,1.7,2.5
1990-91,29,LAL,NBA,PF,73,2504,14.8,0.567,0.086,0.375,8.1,16.5,12.5,6.2,1.3,1.8,10.6,16.9,NA,4.4,3.6,8,0.153,NA,0,0.9,0.9,1.9
1991-92,30,LAL,NBA,PF,63,2332,17.6,0.538,0.086,0.463,9.2,18,13.6,9.3,1.4,1.6,7.9,19.7,NA,5,2.4,7.4,0.153,NA,1.5,-0.1,1.4,2
1992-93,31,TOT,NBA,PF,79,2351,16.5,0.555,0.089,0.382,7.9,17.8,12.8,9.7,1.3,2.2,10.4,18.8,NA,4.3,2.6,6.9,0.141,NA,1.2,0.2,1.4,2
1992-93,31,LAL,NBA,PF,49,1589,16.2,0.539,0.055,0.421,7.9,19.4,13.6,11.8,1.3,2,10.8,18.9,NA,2.5,1.6,4.2,0.126,NA,0.9,0.4,1.3,1.3
1992-93,31,SEA,NBA,PF,30,762,16.9,0.588,0.154,0.305,7.8,14.5,11.1,5.3,1.3,2.7,9.4,18.8,NA,1.8,1,2.8,0.173,NA,1.7,-0.1,1.6,0.7
1993-94,32,SEA,NBA,PF,81,2170,14.9,0.556,0.347,0.349,6.5,13.5,10,7.4,1.6,1,10.3,19.8,NA,4.2,2.8,7,0.155,NA,1.6,-0.6,1,1.7
1994-95,33,SEA,NBA,C,82,2356,16.2,0.606,0.462,0.363,4.9,14.9,10,8.3,1.5,1.5,8.2,17.2,NA,5.9,2.6,8.5,0.173,NA,3,-0.1,2.9,2.9
1995-96,34,SEA,NBA,PF,82,2169,15.4,0.537,0.455,0.302,5.8,13.8,10,8.9,2,1.8,8.3,20.3,NA,3.4,3.5,6.9,0.153,NA,1.7,0.4,2,2.2
1996-97,35,SEA,NBA,C,81,1976,17,0.584,0.467,0.346,4.5,13.8,9.2,8.5,1.9,2.1,9.2,19.4,NA,4.4,2.7,7.1,0.173,NA,3,0.3,3.3,2.6
1997-98,36,SEA,NBA,PF,81,1675,13.6,0.55,0.471,0.272,3.9,14.2,9.1,10.3,2,1.3,10.5,16.3,NA,2.6,2,4.5,0.129,NA,0.9,0.5,1.4,1.4
1998-99,37,IND,NBA,PF,48,789,12.1,0.526,0.45,0.3,5.5,15.1,10.4,5.2,1.1,1.3,8.9,15.1,NA,1.2,0.5,1.7,0.103,NA,0.9,-0.3,0.7,0.5
1999-00,38,IND,NBA,PF,81,1620,12.1,0.555,0.494,0.22,4.6,15,10,6.4,1,1.3,11.5,15.3,NA,1.9,1.6,3.5,0.103,NA,0.6,0.1,0.6,1.1
2000-01,39,IND,NBA,PF,64,999,11.1,0.499,0.487,0.168,3.7,15,9.5,6.6,1.8,1.3,7.3,12.2,NA,0.9,1.2,2,0.098,NA,0,1,1,0.8
Career,NA,,NBA,,1286,36598,15.5,0.552,0.196,0.358,7.3,16.4,11.9,8,1.5,1.6,10.3,18.2,NA,62.3,43,105.4,0.138,NA,1,0.1,1.2,29.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,DAL,NBA,,471,15657,16,0.545,0.041,0.376,8.8,17.8,13.3,7.7,1.5,1.6,11.3,18.7,NA,24.3,17.5,41.8,0.128,NA,0.5,0.1,0.5,10
6 seasons,NA,SEA,NBA,,437,11108,15.6,0.569,0.416,0.328,5.4,14.1,9.8,8.4,1.7,1.6,9.2,18.7,NA,22.2,14.6,36.8,0.159,NA,2,0.1,2.1,11.5
3 seasons,NA,IND,NBA,,193,3408,11.8,0.534,0.482,0.225,4.6,15,9.9,6.2,1.2,1.3,9.8,14.4,NA,3.9,3.3,7.2,0.102,NA,0.5,0.3,0.8,2.4
3 seasons,NA,LAL,NBA,,185,6425,16.2,0.549,0.078,0.421,8.5,17.8,13.1,8.7,1.3,1.8,9.6,18.4,NA,11.9,7.7,19.6,0.146,NA,0.8,0.4,1.2,5.2
