Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1975-76,22,WSB,NBA,SG,25,NA,72,4.5,19.2,0.233,3.2,3.8,0.833,3.2,6.4,9.6,5.1,1.3,0,12.8,12.2,NA,NA,97
1976-77,23,CHI,NBA,SG,53,NA,480,7.3,15.2,0.48,2.8,4.1,0.683,2.1,2.6,4.7,3.9,1.8,0.1,7.7,17.4,NA,NA,100
Career,NA,,NBA,,78,NA,552,6.9,15.7,0.44,2.9,4.1,0.702,2.2,3.1,5.4,4.1,1.7,0.1,8.4,16.7,NA,NA,100
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,53,NA,480,7.3,15.2,0.48,2.8,4.1,0.683,2.1,2.6,4.7,3.9,1.8,0.1,7.7,17.4,NA,NA,100
1 season,NA,WSB,NBA,,25,NA,72,4.5,19.2,0.233,3.2,3.8,0.833,3.2,6.4,9.6,5.1,1.3,0,12.8,12.2,NA,NA,97
