,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1975-76,22,WSB,NBA,,1,,3,4,,,,,,,,5
1976-77,23,CHI,NBA,,7,13,6,11,,,4,4,,,6,18
Career,,,,,7,,6,11,,,,,,,,18
1 Season,,CHI,NBA,,7,13,6,11,,,4,4,,,6,18
1 Season,,WSB,NBA,,1,,3,4,,,,,,,,5
