,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,TOT,NBA,PG,65,1382,16%,72%,13%,,,-10.3,-10.9,25,31,54,9,58,0,131,15,35
2000-01,23,DAL,NBA,PG,38,472,39%,49%,13%,,,-11.2,-17.9,8,5,23,4,20,0,46,5,12
2000-01,23,WAS,NBA,PG,27,910,4%,83%,13%,,,-9.8,-3.4,17,26,31,5,38,0,85,10,23
2001-02,24,WAS,NBA,SG,56,1325,2%,41%,56%,1%,,-6.0,-6.9,30,13,41,14,47,0,185,5,33
2002-03,25,NOH,NBA,PG,66,1360,38%,58%,4%,,,-0.2,-3.9,29,22,44,10,61,0,176,11,35
Career,,,NBA,,187,4067,19%,57%,24%,,,-5.5,-7.3,84,66,139,33,166,0,492,31,103
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,WAS,NBA,,83,2235,3%,59%,38%,1%,,-7.5,-5.5,47,39,72,19,85,0,270,15,56
1 season,,NOH,NBA,,66,1360,38%,58%,4%,,,-0.2,-3.9,29,22,44,10,61,0,176,11,35
1 season,,DAL,NBA,,38,472,39%,49%,13%,,,-11.2,-17.9,8,5,23,4,20,0,46,5,12
